Start,End,Sleep Quality,Regularity,Heart rate (bpm),Steps,Alarm mode,Air Pressure (Pa),City,Movements per hour,Time in bed (seconds),Time asleep (seconds),Time before sleep (seconds),Window start,Window stop,Did snore,Snore time,Weather temperature (°C),Weather type
2019-07-26 01:01:01,2019-07-26 09:04:20,79%,87%,0,5153,No alarm,101.0,,98.4,28998.6,26775.3,193.3,,,FALSE,0.0,0.0,No weather
2019-07-27 23:26:35,2019-07-28 07:13:20,87%,80%,0,4816,No alarm,100.0,,58.2,28004.7,25297.6,1586.9,,,FALSE,0.0,0.0,No weather
2019-07-28 23:12:39,2019-07-29 07:21:01,99%,84%,0,22411,No alarm,99.8,,28.2,29302.7,25102.6,1562.8,,,FALSE,0.0,0.0,No weather
2019-07-29 23:34:23,2019-07-30 07:59:59,100%,94%,0,14820,No alarm,99.8,,26.6,30336.2,25077.9,3033.6,,,FALSE,0.0,0.0,No weather
2019-07-30 22:23:31,2019-07-31 05:40:19,56%,86%,0,4235,No alarm,100.7,,162.9,26207.7,26033.0,174.7,,,FALSE,0.0,0.0,No weather
2019-07-31 22:31:20,2019-08-01 05:45:11,76%,87%,0,6850,No alarm,100.9,,79.3,26030.4,24381.8,173.5,,,FALSE,0.0,0.0,No weather
2019-08-01 21:47:04,2019-08-02 07:09:25,78%,84%,0,6067,No alarm,101.0,,134.2,33741.6,31942.0,224.9,,,FALSE,0.0,0.0,No weather
2019-08-02 23:32:20,2019-08-03 07:08:30,82%,89%,0,9344,No alarm,101.1,,69.8,27370.4,25089.5,182.5,,,FALSE,0.0,0.0,No weather
2019-08-03 21:45:50,2019-08-04 08:14:06,60%,81%,0,12767,No alarm,100.9,,194.8,37696.7,37445.4,251.3,,,FALSE,0.0,0.0,No weather
2019-08-04 23:29:08,2019-08-05 08:16:01,85%,82%,0,9038,No alarm,101.5,,104.6,31612.6,28978.2,210.8,,,FALSE,0.0,0.0,No weather
2019-08-05 23:15:31,2019-08-06 06:54:13,77%,83%,0,13379,No alarm,101.4,,92.6,27521.3,25411.3,183.5,,,FALSE,0.0,0.0,No weather
2019-08-06 22:05:51,2019-08-07 06:22:36,80%,86%,0,17907,No alarm,101.3,,105.2,29804.7,27320.9,198.7,,,FALSE,0.0,0.0,No weather
2019-08-07 22:46:01,2019-08-08 07:00:18,81%,87%,0,16359,No alarm,100.9,,99.2,29657.4,25208.8,1581.7,,,FALSE,0.0,0.0,No weather
2019-08-09 23:41:46,2019-08-10 09:25:03,95%,81%,0,2011,No alarm,99.4,,76.0,34996.4,33013.3,233.3,,,FALSE,0.0,0.0,No weather
2019-08-10 23:49:06,2019-08-11 09:19:05,93%,85%,0,1601,No alarm,100.2,,82.7,34198.7,30208.9,2279.9,,,FALSE,0.0,0.0,No weather
2019-08-12 00:42:45,2019-08-12 09:03:43,89%,94%,0,3305,No alarm,100.8,,75.3,30058.2,27052.4,1202.3,,,FALSE,0.0,0.0,No weather
2019-08-12 23:53:00,2019-08-13 10:18:49,99%,90%,0,3032,No alarm,101.2,,63.1,37548.5,35045.2,250.3,,,FALSE,0.0,0.0,No weather
2019-08-13 23:52:39,2019-08-14 10:24:39,93%,91%,0,0,No alarm,101.6,,84.8,37920.2,36024.2,884.8,,,FALSE,0.0,0.0,No weather
2019-08-15 00:49:05,2019-08-15 10:49:49,95%,90%,0,2241,No alarm,100.3,,76.6,36043.9,32559.6,1802.2,,,FALSE,0.0,0.0,No weather
2019-08-16 01:55:03,2019-08-16 10:03:08,75%,91%,0,3049,No alarm,100.6,,117.2,29285.1,24697.1,1366.6,,,FALSE,0.0,0.0,No weather
2019-08-17 01:50:04,2019-08-17 12:10:59,100%,85%,0,444,No alarm,99.3,,45.1,37255.6,31667.3,2359.5,,,FALSE,0.0,0.0,No weather
2019-08-18 00:58:42,2019-08-18 07:22:12,73%,73%,0,1517,No alarm,99.5,,52.9,23010.2,18561.5,153.4,,,FALSE,0.0,0.0,No weather
2019-08-19 01:39:53,2019-08-19 09:13:37,90%,71%,0,12777,No alarm,100.1,,37.5,27224.4,23413.0,181.5,,,FALSE,0.0,0.0,No weather
2019-08-20 00:38:19,2019-08-20 09:11:14,83%,74%,0,4762,No alarm,101.3,,102.5,30775.4,28108.2,205.2,,,FALSE,0.0,0.0,No weather
2019-08-22 01:25:17,2019-08-22 13:03:57,94%,76%,0,15679,No alarm,99.1,,78.9,41920.1,36749.9,279.5,,,FALSE,0.0,0.0,No weather
2019-08-23 03:18:42,2019-08-23 12:00:34,92%,68%,0,24897,No alarm,99.7,,76.7,31311.6,26510.5,2400.6,,,FALSE,0.0,0.0,No weather
2019-08-24 04:18:43,2019-08-24 14:26:02,96%,73%,0,19648,No alarm,100.4,,72.8,36438.9,34131.1,1214.6,,,FALSE,0.0,0.0,No weather
2019-08-25 04:07:06,2019-08-25 13:06:37,80%,78%,0,9175,No alarm,98.2,,126.5,32370.1,29780.5,215.8,,,FALSE,0.0,0.0,No weather
2019-08-26 03:13:47,2019-08-26 12:09:20,92%,81%,0,28947,No alarm,97.9,,86.3,32132.9,29348.1,1820.9,,,FALSE,0.0,0.0,No weather
2019-08-27 04:09:17,2019-08-27 15:12:17,0%,80%,0,0,No alarm,96.9,,0.0,0.0,35934.9,795.6,,,TRUE,0.0,0.0,No weather
2019-08-29 05:11:20,2019-08-29 14:03:01,72%,74%,0,14547,No alarm,98.3,,152.7,31901.0,31688.3,212.7,,,FALSE,0.0,0.0,No weather
2019-08-30 04:11:18,2019-08-30 13:58:21,89%,86%,0,13831,No alarm,97.9,,98.1,35223.6,32170.8,1526.4,,,FALSE,0.0,0.0,No weather
2019-08-31 04:30:39,2019-08-31 14:47:15,100%,91%,0,8937,No alarm,100.2,,39.4,36995.2,34775.5,246.6,,,FALSE,0.0,0.0,No weather
2019-09-01 04:56:35,2019-09-01 13:22:22,86%,89%,0,15958,No alarm,100.3,,88.5,30346.4,25389.8,1011.5,,,FALSE,0.0,0.0,No weather
2019-09-02 04:35:36,2019-09-02 14:18:52,81%,88%,0,7443,No alarm,99.1,,125.6,34995.7,33012.6,233.3,,,FALSE,0.0,0.0,No weather
2019-09-03 04:41:01,2019-09-03 14:50:03,100%,90%,0,10837,No alarm,99.1,,56.5,36541.9,32522.3,243.6,,,FALSE,0.0,0.0,No weather
2019-09-04 06:15:59,2019-09-04 13:11:34,79%,86%,0,8278,No alarm,98.4,,50.0,24934.7,19781.5,2410.4,,,FALSE,0.0,0.0,No weather
2019-09-06 06:22:56,2019-09-06 14:29:48,83%,81%,0,16164,No alarm,99.2,,87.4,29212.2,28043.7,194.7,,,FALSE,0.0,0.0,No weather
2019-09-07 06:53:43,2019-09-07 14:48:35,89%,91%,0,27899,No alarm,99.4,,57.2,28492.3,23078.7,189.9,,,FALSE,0.0,0.0,No weather
2019-09-08 06:45:20,2019-09-08 15:57:27,95%,91%,0,20607,No alarm,99.4,,78.4,33127.3,31029.3,1104.2,,,FALSE,0.0,0.0,No weather
2019-09-09 20:15:41,2019-09-10 05:59:19,95%,-3%,0,4158,No alarm,101.3,,77.0,35017.8,32099.7,233.5,,,FALSE,0.0,0.0,No weather
2019-09-10 22:13:46,2019-09-11 08:16:50,97%,-16%,0,4329,No alarm,101.7,,69.4,36183.2,30273.3,241.2,,,FALSE,0.0,0.0,No weather
2019-09-11 23:32:38,2019-09-12 10:46:58,100%,66%,0,3575,No alarm,102.1,,59.5,40460.5,40190.7,269.7,,,FALSE,0.0,0.0,No weather
2019-09-12 23:33:30,2019-09-13 07:27:00,74%,68%,0,4763,No alarm,102.7,,110.9,28410.1,26232.0,189.4,,,FALSE,0.0,0.0,No weather
2019-09-15 23:02:59,2019-09-16 08:16:43,90%,89%,0,791,No alarm,102.3,,92.4,33223.5,31119.3,2104.2,,,FALSE,0.0,0.0,No weather
2019-09-16 22:59:38,2019-09-17 08:21:19,84%,99%,0,4183,No alarm,102.3,,115.1,33701.1,28758.2,224.7,,,FALSE,0.0,0.0,No weather
2019-09-17 23:20:08,2019-09-18 08:27:36,96%,98%,0,3783,No alarm,102.9,,73.3,32848.9,30111.5,219.0,,,FALSE,0.0,0.0,No weather
2019-09-18 23:23:49,2019-09-19 08:52:06,97%,97%,0,2720,No alarm,103.1,,69.7,34096.9,30232.5,227.3,,,FALSE,0.0,0.0,No weather
2019-09-20 00:14:25,2019-09-20 08:47:40,96%,95%,0,3184,No alarm,103.0,,57.3,30795.8,27100.3,1129.2,,,FALSE,0.0,0.0,No weather
2019-09-20 23:48:05,2019-09-21 09:49:08,98%,92%,0,5928,No alarm,101.6,,68.6,36062.7,32696.8,240.4,,,FALSE,0.0,0.0,No weather
2019-09-22 01:00:59,2019-09-22 09:58:09,100%,90%,0,7631,No alarm,100.2,,56.9,32230.0,28792.1,214.9,,,FALSE,0.0,0.0,No weather
2019-09-23 00:26:58,2019-09-23 07:30:13,72%,84%,0,1681,No alarm,100.1,,88.9,25394.8,22601.4,169.3,,,FALSE,0.0,0.0,No weather
2019-09-23 23:58:41,2019-09-24 09:16:54,94%,82%,0,3962,No alarm,100.6,,79.7,33493.5,29585.9,223.3,,,FALSE,0.0,0.0,No weather
2019-09-25 00:46:09,2019-09-25 08:10:12,78%,80%,0,3461,No alarm,99.7,,77.9,26643.5,26465.9,177.6,,,FALSE,0.0,0.0,No weather
2019-09-26 01:16:55,2019-09-26 09:26:56,82%,83%,0,3454,No alarm,99.1,,91.4,29401.4,26265.3,196.0,,,FALSE,0.0,0.0,No weather
2019-09-27 01:44:07,2019-09-27 11:09:58,100%,84%,0,5381,No alarm,99.2,,43.3,33950.2,29310.4,226.3,,,FALSE,0.0,0.0,No weather
2019-09-28 01:51:28,2019-09-28 08:41:56,77%,82%,0,1253,No alarm,99.6,,54.2,24628.7,21591.2,164.2,,,FALSE,0.0,0.0,No weather
2019-09-29 00:46:44,2019-09-29 10:01:41,95%,80%,0,6123,No alarm,98.8,,77.1,33297.1,31077.3,222.0,,,FALSE,0.0,0.0,No weather
2019-09-30 00:55:32,2019-09-30 08:30:09,83%,81%,0,2066,No alarm,100.5,,63.3,27277.0,25185.8,181.8,,,FALSE,0.0,0.0,No weather
2019-10-01 00:02:55,2019-10-01 09:11:19,88%,84%,0,3131,No alarm,100.1,,101.5,32903.9,30710.3,219.4,,,FALSE,0.0,0.0,No weather
2019-10-02 00:36:43,2019-10-02 09:14:59,96%,89%,0,3184,No alarm,100.7,,58.8,31096.6,28297.9,207.3,,,FALSE,0.0,0.0,No weather
2019-10-03 01:08:42,2019-10-03 09:04:42,75%,92%,0,15482,No alarm,101.6,,109.4,28559.6,26655.6,190.4,,,FALSE,0.0,0.0,No weather
2019-10-04 00:01:56,2019-10-04 09:32:34,96%,92%,0,9478,No alarm,100.4,,73.9,34237.2,29101.6,1826.0,,,FALSE,0.0,0.0,No weather
2019-10-05 00:41:40,2019-10-05 10:19:57,93%,90%,0,3348,No alarm,101.2,,83.0,34697.1,31690.1,231.3,,,FALSE,0.0,0.0,No weather
2019-10-06 01:14:43,2019-10-06 09:40:59,88%,88%,0,244,No alarm,101.2,,79.7,30376.4,30173.9,202.5,,,FALSE,0.0,0.0,No weather
2019-10-07 00:18:40,2019-10-07 09:10:29,93%,89%,0,110,No alarm,101.7,,77.3,31909.1,28292.7,212.7,,,FALSE,0.0,0.0,No weather
2019-10-08 00:26:07,2019-10-08 09:16:07,97%,92%,0,4717,No alarm,100.5,,64.0,31800.6,28726.6,1908.0,,,FALSE,0.0,0.0,No weather
2019-10-08 23:40:52,2019-10-09 08:25:15,100%,91%,0,3346,No alarm,100.0,,46.6,31463.7,27793.0,2517.1,,,FALSE,0.0,0.0,No weather
2019-10-09 23:42:49,2019-10-10 08:44:22,97%,94%,0,3414,No alarm,100.2,,70.0,32492.7,28593.6,1083.1,,,FALSE,0.0,0.0,No weather
2019-10-10 23:30:40,2019-10-11 09:51:36,99%,91%,0,3693,No alarm,100.1,,65.0,37255.4,33529.8,1862.8,,,FALSE,0.0,0.0,No weather
2019-10-12 00:43:58,2019-10-12 11:19:09,100%,88%,0,3858,No alarm,100.2,,61.1,38110.8,33537.5,1524.4,,,FALSE,0.0,0.0,No weather
2019-10-13 00:38:27,2019-10-13 09:45:42,100%,84%,0,1809,No alarm,100.6,,48.6,32834.3,27690.3,5144.0,,,FALSE,0.0,0.0,No weather
2019-10-14 00:13:16,2019-10-14 09:56:45,84%,86%,0,120,No alarm,100.8,,111.8,35009.1,29291.0,3851.0,,,FALSE,0.0,0.0,No weather
2019-10-15 00:12:36,2019-10-15 08:33:51,87%,90%,0,4462,No alarm,100.0,,81.3,30075.0,25664.0,3007.5,,,FALSE,0.0,0.0,No weather
2019-10-16 03:45:28,2019-10-16 08:41:16,53%,84%,0,4981,No alarm,99.0,,70.0,17747.7,14079.9,1833.9,,,FALSE,0.0,0.0,No weather
2019-10-17 00:15:04,2019-10-17 10:07:24,100%,72%,0,1645,No alarm,99.7,,52.7,35540.3,28906.1,1066.2,,,FALSE,0.0,0.0,No weather
2019-10-18 01:52:03,2019-10-18 09:58:55,95%,71%,0,1871,No alarm,99.0,,42.9,29212.4,25901.6,1850.1,,,FALSE,0.0,0.0,No weather
2019-10-19 00:10:23,2019-10-19 10:39:20,95%,75%,0,1978,No alarm,99.1,,77.2,37737.1,33460.2,251.6,,,FALSE,0.0,0.0,No weather
2019-10-20 01:10:03,2019-10-20 13:10:03,96%,79%,0,1978,No alarm,100.2,,72.2,43199.8,38591.9,4608.0,,,FALSE,0.0,0.0,No weather
2019-10-21 00:14:04,2019-10-21 08:04:29,86%,67%,0,3185,No alarm,101.7,,65.9,28224.5,23896.7,4327.8,,,FALSE,0.0,0.0,No weather
2019-10-22 00:07:51,2019-10-22 08:23:53,88%,72%,0,3893,No alarm,102.2,,72.5,29762.0,22916.7,892.9,,,FALSE,0.0,0.0,No weather
2019-10-23 00:49:42,2019-10-23 09:53:47,91%,76%,0,4924,No alarm,101.9,,90.1,32644.8,25898.2,2502.8,,,FALSE,0.0,0.0,No weather
2019-10-23 22:53:09,2019-10-24 09:05:37,100%,85%,0,3433,No alarm,100.7,,57.7,36747.4,32460.2,4287.2,,,FALSE,0.0,0.0,No weather
2019-10-24 23:44:56,2019-10-25 09:06:57,100%,84%,0,3799,No alarm,100.6,,38.7,33720.9,27875.9,3934.1,,,FALSE,0.0,0.0,No weather
2019-10-26 00:57:17,2019-10-26 10:00:18,97%,84%,0,0,No alarm,100.4,,70.1,32580.1,26932.9,3366.6,,,FALSE,0.0,0.0,No weather
2019-10-27 01:24:14,2019-10-27 09:14:49,100%,90%,0,33,No alarm,101.3,,48.9,31835.0,27590.4,2865.2,,,FALSE,0.0,0.0,No weather
2019-10-28 00:08:45,2019-10-28 07:03:43,83%,83%,0,1324,No alarm,102.5,,35.0,24897.2,20996.6,1576.8,,,FALSE,0.0,0.0,No weather
2019-10-28 23:41:42,2019-10-29 07:21:27,86%,84%,0,2552,No alarm,102.7,,57.3,27585.8,22896.2,4689.6,,,FALSE,0.0,0.0,No weather
2019-10-29 23:24:52,2019-10-30 07:47:16,94%,84%,0,3122,No alarm,102.9,,57.7,30144.1,26426.3,201.0,,,FALSE,0.0,0.0,No weather
2019-10-30 23:44:22,2019-10-31 07:58:32,90%,92%,0,2698,No alarm,102.5,,65.9,29649.8,24609.4,197.7,,,FALSE,0.0,0.0,No weather
2019-10-31 23:58:18,2019-11-01 08:44:04,90%,94%,0,3389,No alarm,101.3,,83.6,31545.5,27970.3,1051.5,,,FALSE,0.0,0.0,No weather
2019-11-01 23:48:24,2019-11-02 07:28:08,81%,92%,0,2563,No alarm,98.2,,74.0,27584.1,23078.7,183.9,,,FALSE,0.0,0.0,No weather
2019-11-02 23:24:51,2019-11-03 10:51:57,97%,83%,0,1804,No alarm,97.5,,68.3,41225.7,37927.7,274.8,,,FALSE,0.0,0.0,No weather
2019-11-03 23:40:00,2019-11-04 07:38:42,93%,76%,0,426,No alarm,98.2,,43.2,28722.6,24126.9,1723.4,,,FALSE,0.0,0.0,No weather
2019-11-04 23:52:16,2019-11-05 07:39:57,89%,79%,0,3935,No alarm,99.1,,51.0,28061.4,25442.4,187.1,,,FALSE,0.0,0.0,No weather
2019-11-05 23:50:52,2019-11-06 08:31:41,100%,87%,0,4327,No alarm,100.6,,45.2,31249.3,29166.0,208.3,,,FALSE,0.0,0.0,No weather
2019-11-07 00:20:26,2019-11-07 09:03:43,88%,94%,0,4877,No alarm,99.6,,91.0,31397.3,28048.3,3349.0,,,FALSE,0.0,0.0,No weather
2019-11-08 00:01:46,2019-11-08 08:11:41,92%,91%,0,3972,No alarm,99.8,,55.7,29395.1,27141.5,1175.8,,,FALSE,0.0,0.0,No weather
2019-11-08 23:46:44,2019-11-09 10:24:52,99%,87%,0,3307,No alarm,101.1,,64.3,38288.3,33821.4,4467.0,,,FALSE,0.0,0.0,No weather
2019-11-10 01:02:14,2019-11-10 09:59:16,100%,85%,0,608,No alarm,100.9,,53.8,32222.7,32007.9,214.8,,,FALSE,0.0,0.0,No weather
2019-11-10 23:44:45,2019-11-11 08:29:13,97%,81%,0,695,No alarm,100.7,,59.1,31467.9,26747.7,3041.9,,,FALSE,0.0,0.0,No weather
2019-11-11 23:37:21,2019-11-12 08:30:26,95%,87%,0,1533,No alarm,99.4,,71.2,31984.3,27399.9,2025.7,,,FALSE,0.0,0.0,No weather
2019-11-13 00:06:40,2019-11-13 07:55:18,83%,89%,0,5404,No alarm,99.8,,73.5,28118.2,24369.1,187.5,,,FALSE,0.0,0.0,No weather
2019-11-14 00:19:24,2019-11-14 10:33:43,97%,89%,0,2608,No alarm,99.5,,70.2,36859.3,34402.0,245.7,,,FALSE,0.0,0.0,No weather
2019-11-15 02:05:46,2019-11-15 09:35:53,71%,81%,0,617,No alarm,100.6,,107.8,27006.7,24036.0,2970.7,,,FALSE,0.0,0.0,No weather
2019-11-16 01:26:37,2019-11-16 10:26:32,94%,80%,0,704,No alarm,100.3,,78.6,32394.9,29803.3,216.0,,,FALSE,0.0,0.0,No weather
2019-11-17 01:11:22,2019-11-17 10:26:52,92%,88%,0,2214,No alarm,100.3,,86.0,33330.6,28331.0,1555.4,,,FALSE,0.0,0.0,No weather
2019-11-18 01:04:41,2019-11-18 08:33:31,79%,90%,0,1841,No alarm,101.5,,75.7,26929.1,25492.9,1436.2,,,FALSE,0.0,0.0,No weather
2019-11-20 00:52:39,2019-11-20 11:20:03,95%,79%,0,3240,No alarm,101.5,,75.5,37643.7,35259.6,251.0,,,FALSE,0.0,0.0,No weather
2019-11-21 00:05:20,2019-11-21 09:50:20,94%,78%,0,2114,No alarm,101.1,,79.9,35100.4,29718.3,1872.0,,,FALSE,0.0,0.0,No weather
2019-11-22 01:47:38,2019-11-22 09:24:17,86%,82%,0,1357,No alarm,99.9,,53.5,27399.5,23928.9,182.7,,,FALSE,0.0,0.0,No weather
2019-11-23 00:14:42,2019-11-23 09:39:17,88%,83%,0,211,No alarm,99.7,,97.3,33875.2,29358.5,4516.7,,,FALSE,0.0,0.0,No weather
2019-11-24 00:43:18,2019-11-24 11:27:41,94%,83%,0,420,No alarm,100.1,,78.4,38662.7,35312.0,1933.1,,,FALSE,0.0,0.0,No weather
2019-11-25 01:35:30,2019-11-25 09:08:00,66%,80%,0,1088,No alarm,100.4,,129.7,27149.8,21357.8,5792.0,,,FALSE,0.0,0.0,No weather
2019-11-26 01:00:04,2019-11-26 09:09:34,84%,83%,0,4137,No alarm,99.8,,83.6,29370.3,26433.3,195.8,,,FALSE,0.0,0.0,No weather
2019-11-27 00:02:31,2019-11-27 09:33:19,91%,86%,0,4593,No alarm,98.8,,88.6,34247.9,32193.1,228.3,,,FALSE,0.0,0.0,No weather
2019-11-28 00:23:48,2019-11-28 08:59:20,89%,92%,0,2492,No alarm,98.3,,83.1,30932.0,29282.3,1649.7,,,FALSE,0.0,0.0,No weather
2019-11-29 00:15:53,2019-11-29 07:32:36,77%,89%,0,2526,No alarm,100.6,,76.5,26203.5,22185.6,4017.9,,,FALSE,0.0,0.0,No weather
2019-11-29 23:35:07,2019-11-30 10:19:13,83%,83%,0,9634,No alarm,101.8,,116.1,38645.2,38387.5,257.6,,,FALSE,0.0,0.0,No weather
2019-12-01 00:00:59,2019-12-01 10:27:16,95%,84%,0,11137,No alarm,101.9,,76.1,37576.7,31940.2,1878.8,,,FALSE,0.0,0.0,No weather
2019-12-02 00:56:58,2019-12-02 08:25:22,83%,81%,0,3241,No alarm,102.9,,58.9,26903.3,26724.0,179.4,,,FALSE,0.0,0.0,No weather
2019-12-03 00:38:19,2019-12-03 08:37:21,90%,89%,0,4080,No alarm,102.8,,56.3,28742.1,23951.7,191.6,,,FALSE,0.0,0.0,No weather
2019-12-04 00:08:12,2019-12-04 08:05:26,80%,87%,0,3862,No alarm,102.0,,89.1,28633.7,26915.7,1718.0,,,FALSE,0.0,0.0,No weather
2019-12-05 00:13:46,2019-12-05 08:41:11,93%,94%,0,4968,No alarm,101.7,,64.0,30444.1,28110.1,203.0,,,FALSE,0.0,0.0,No weather
2019-12-06 00:38:09,2019-12-06 08:32:23,72%,94%,0,4340,No alarm,100.3,,118.1,28453.8,24375.4,189.7,,,FALSE,0.0,0.0,No weather
2019-12-06 23:54:05,2019-12-07 09:19:11,100%,92%,0,5720,No alarm,100.4,,58.0,33906.3,31871.9,904.2,,,FALSE,0.0,0.0,No weather
2019-12-08 00:19:24,2019-12-08 09:21:35,96%,93%,0,1855,No alarm,99.5,,71.8,32530.4,29711.1,216.9,,,FALSE,0.0,0.0,No weather
2019-12-09 00:26:19,2019-12-09 08:42:14,93%,92%,0,3581,No alarm,98.6,,55.9,29754.9,26481.8,198.4,,,FALSE,0.0,0.0,No weather
2019-12-10 00:10:14,2019-12-10 09:24:43,93%,94%,0,4165,No alarm,102.2,,81.7,33268.6,30496.2,221.8,,,FALSE,0.0,0.0,No weather
2019-12-11 00:34:53,2019-12-11 09:21:27,92%,94%,0,577,No alarm,100.2,,77.1,31594.5,26328.7,2422.2,,,FALSE,0.0,0.0,No weather
2019-12-12 00:34:19,2019-12-12 09:02:52,82%,95%,0,3798,No alarm,99.9,,99.7,30512.7,30309.3,203.4,,,FALSE,0.0,0.0,No weather
2019-12-13 01:45:50,2019-12-13 10:05:08,73%,92%,0,7919,No alarm,95.5,,128.0,29958.0,25364.5,199.7,,,FALSE,0.0,0.0,No weather
2019-12-14 01:19:12,2019-12-14 08:32:57,78%,87%,0,14272,No alarm,96.6,,69.9,26024.9,24029.7,173.5,,,FALSE,0.0,0.0,No weather
2019-12-15 01:09:53,2019-12-15 10:00:51,96%,84%,0,12512,No alarm,96.8,,66.5,31857.7,27397.6,212.4,,,FALSE,0.0,0.0,No weather
2019-12-16 00:42:43,2019-12-16 10:34:14,84%,87%,0,11884,No alarm,98.5,,109.8,35491.1,35254.5,236.6,,,FALSE,0.0,0.0,No weather
2019-12-17 01:18:17,2019-12-17 10:40:17,97%,91%,0,430,No alarm,99.1,,68.9,33719.5,31583.9,2135.6,,,FALSE,0.0,0.0,No weather
2019-12-18 02:29:25,2019-12-18 08:38:25,70%,62%,0,0,No alarm,100.7,,53.8,22140.2,17195.6,3394.8,,,FALSE,0.0,0.0,No weather
2019-12-19 01:08:13,2019-12-19 09:52:41,92%,82%,0,8323,No alarm,99.9,,78.2,31468.3,28741.1,209.8,,,FALSE,0.0,0.0,No weather
2019-12-20 00:58:35,2019-12-20 09:00:17,88%,81%,0,6952,No alarm,98.0,,63.6,28902.1,25819.2,1541.4,,,FALSE,0.0,0.0,No weather
2019-12-20 23:16:14,2019-12-21 07:48:46,88%,82%,0,7651,No alarm,98.8,,84.0,30752.7,29317.6,1435.1,,,FALSE,0.0,0.0,No weather
2019-12-21 21:10:41,2019-12-22 07:57:25,100%,83%,0,14643,No alarm,98.7,,60.4,38803.4,38544.7,258.7,,,FALSE,0.0,0.0,No weather
2019-12-22 21:18:12,2019-12-23 07:48:13,84%,85%,0,11450,No alarm,99.3,,110.2,37800.7,33264.6,2142.0,,,FALSE,0.0,0.0,No weather
2019-12-24 00:55:51,2019-12-24 10:39:02,92%,75%,0,14531,No alarm,100.6,,83.8,34990.3,32774.2,2216.1,,,FALSE,0.0,0.0,No weather
2019-12-25 01:25:55,2019-12-25 09:56:12,90%,78%,0,853,No alarm,101.5,,73.9,30617.6,28270.3,1122.6,,,FALSE,0.0,0.0,No weather
2019-12-26 00:52:10,2019-12-26 10:18:06,100%,76%,0,285,No alarm,102.1,,53.4,33955.9,30560.3,226.4,,,FALSE,0.0,0.0,No weather
2019-12-27 00:54:32,2019-12-27 11:07:09,100%,92%,0,668,No alarm,101.8,,60.9,36757.1,31611.1,3185.6,,,FALSE,0.0,0.0,No weather
2019-12-28 02:12:13,2019-12-28 10:01:00,36%,88%,0,568,No alarm,102.4,,248.8,28127.2,23158.1,187.5,,,FALSE,0.0,0.0,No weather
2019-12-29 00:18:53,2019-12-29 10:41:33,99%,84%,0,8029,No alarm,102.4,,61.5,37359.4,31008.3,4109.5,,,FALSE,0.0,0.0,No weather
2019-12-30 01:00:47,2019-12-30 10:49:57,100%,84%,0,124,No alarm,102.0,,49.5,35350.0,30636.6,235.7,,,FALSE,0.0,0.0,No weather
2019-12-31 02:02:21,2019-12-31 10:07:45,85%,86%,0,99,No alarm,102.5,,78.6,29124.5,26600.4,194.2,,,FALSE,0.0,0.0,No weather
2020-01-02 01:49:47,2020-01-02 10:00:17,86%,91%,0,424,No alarm,101.3,,75.2,29429.7,25898.1,3531.6,,,FALSE,0.0,0.0,No weather
2020-01-03 00:09:31,2020-01-03 10:36:32,94%,89%,0,1306,No alarm,100.8,,79.3,37621.0,33733.5,250.8,,,FALSE,0.0,0.0,No weather
2020-01-04 01:09:47,2020-01-04 09:58:00,96%,84%,0,182,No alarm,102.7,,65.2,31692.7,27150.1,3169.3,,,FALSE,0.0,0.0,No weather
2020-01-05 00:21:16,2020-01-05 10:52:26,95%,84%,0,1610,No alarm,103.1,,75.0,37869.7,34082.7,2650.9,,,FALSE,0.0,0.0,No weather
2020-01-05 22:36:37,2020-01-06 09:00:31,97%,81%,0,866,No alarm,102.6,,68.5,37433.8,33565.6,249.6,,,FALSE,0.0,0.0,No weather
2020-01-07 00:26:05,2020-01-07 09:52:39,96%,78%,0,3235,No alarm,101.8,,73.1,33993.6,32293.9,226.6,,,FALSE,0.0,0.0,No weather
2020-01-07 23:28:05,2020-01-08 07:11:10,84%,72%,0,3884,No alarm,101.0,,67.7,27784.5,22875.9,4908.6,,,FALSE,0.0,0.0,No weather
2020-01-08 23:14:31,2020-01-09 08:31:57,100%,78%,0,2249,No alarm,101.5,,39.2,33445.6,25307.2,1672.3,,,FALSE,0.0,0.0,No weather
2020-01-10 01:00:18,2020-01-10 09:27:55,100%,78%,0,3269,No alarm,101.1,,26.7,30457.0,23756.5,2335.0,,,FALSE,0.0,0.0,No weather
2020-01-10 23:08:46,2020-01-11 10:39:40,94%,80%,0,755,No alarm,102.2,,78.4,41454.0,36617.7,3178.1,,,FALSE,0.0,0.0,No weather
2020-01-12 00:59:05,2020-01-12 11:16:40,97%,77%,0,3493,No alarm,101.3,,70.1,37055.1,33102.5,1605.7,,,FALSE,0.0,0.0,No weather
2020-01-13 00:07:32,2020-01-13 07:05:20,81%,71%,0,65,No alarm,101.5,,45.5,25068.4,18467.1,3091.8,,,FALSE,0.0,0.0,No weather
2020-01-14 00:15:58,2020-01-14 08:43:59,98%,74%,0,4732,No alarm,99.0,,44.5,30481.3,26315.5,1117.6,,,FALSE,0.0,0.0,No weather
2020-01-15 00:53:47,2020-01-15 08:36:40,86%,79%,0,115,No alarm,99.3,,59.4,27773.2,24440.4,1296.1,,,FALSE,0.0,0.0,No weather
